City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Ust-Nera,RU,2022-04-10 18:04:03,64.5667,143.2,-20.74,99,57,6.04
293,Fond Du Lac,US,2022-04-10 18:00:17,43.775,-88.4388,56.17,45,78,17.74
294,Bacungan,PH,2022-04-10 18:04:03,9.9106,118.7022,78.06,85,98,5.28
295,La Ronge,CA,2022-04-10 18:04:04,55.1001,-105.2842,25.7,75,100,16.51
296,Sheridan,US,2022-04-10 17:59:59,44.8333,-106.9173,34.7,49,100,1.01
297,Port Hardy,CA,2022-04-10 18:00:55,50.6996,-127.4199,38.8,72,48,3.15
298,Magistralnyy,RU,2022-04-10 18:04:04,56.1725,107.4458,21.76,95,99,2.98
299,Saint-Augustin,CA,2022-04-10 18:04:05,51.226,-58.6502,35.98,100,99,3.89
300,Sisophon,KH,2022-04-10 18:04:05,13.5859,102.9737,81.3,66,16,4.88
301,Oranjestad,AW,2022-04-10 18:04:05,12.524,-70.027,78.57,84,60,20.4
302,Benicarlo,ES,2022-04-10 18:04:06,40.4165,0.4271,59.25,86,67,9.91
303,Bowen,AU,2022-04-10 18:03:12,-20.0167,148.2333,75.6,88,98,12.24
304,Rehoboth,NA,2022-04-10 18:04:06,-23.3167,17.0833,68.95,18,0,4.47
305,Tshikapa,CD,2022-04-10 18:04:06,-6.4167,20.8,74.25,82,77,2.91
306,San Eduardo,PH,2022-04-10 18:04:07,12.1679,125.4503,78.62,93,100,21.79
307,Ouallam,NE,2022-04-10 18:04:07,14.3188,2.0866,97.86,14,32,1.83
308,Riverton,US,2022-04-10 18:04:08,40.5219,-111.9391,44.53,31,0,11.5
309,Ribeira Grande,PT,2022-04-10 18:05:08,38.5167,-28.7,59.4,58,75,32.21
310,Schwaigern,DE,2022-04-10 18:05:08,49.1439,9.055,47.88,73,84,1.52
311,Mandera,KE,2022-04-10 18:05:09,3.9366,41.867,92.97,30,21,3.44
312,Burnie,AU,2022-04-10 18:05:09,-41.0667,145.9167,53.92,69,42,13.56
313,Airai,TL,2022-04-10 18:05:09,-8.9266,125.4092,57.43,70,16,1.39
314,Camana,PE,2022-04-10 18:05:10,-16.6228,-72.7111,72.3,69,25,10.71
315,Columbus,US,2022-04-10 18:05:10,39.9612,-82.9988,58.1,43,20,5.75
316,Sovetskaya Gavan,RU,2022-04-10 18:05:10,48.9723,140.2878,31.26,98,100,10.02
317,Chandbali,IN,2022-04-10 18:05:11,20.7833,86.7667,79.83,83,7,14.63
318,Buchanan,LR,2022-04-10 18:05:11,5.8808,-10.0467,82.81,72,35,8.46
319,Cherskiy,RU,2022-04-10 18:05:11,68.75,161.3,-17.05,100,100,3.42
320,Koscierzyna,PL,2022-04-10 18:00:14,54.1223,17.9812,41.13,62,48,11.03
321,Indianola,US,2022-04-10 18:05:12,41.3581,-93.5574,64.96,46,97,21.56
322,Nakhon Thai,TH,2022-04-10 18:05:12,17.1006,100.8374,80.37,55,4,1.74
323,Houlton,US,2022-04-10 18:05:12,46.1262,-67.8403,43.21,87,100,4.61
324,San Juan Capistrano,US,2022-04-10 18:05:13,33.5017,-117.6626,71.28,74,57,11.99
325,Neuquen,AR,2022-04-10 18:04:16,-38.9516,-68.0591,58.89,47,75,3.44
326,Thio,NC,2022-04-10 18:05:13,-21.6167,166.2167,71.56,90,84,6.31
327,Mehamn,NO,2022-04-10 18:05:13,71.0357,27.8492,37.35,87,0,10.36
328,Ulladulla,AU,2022-04-10 18:05:14,-35.35,150.4667,59.77,79,23,4.76
329,Melipilla,CL,2022-04-10 18:05:14,-33.7,-71.2167,67.39,58,1,9.46
330,Santa Lucia,ES,2022-04-10 18:05:15,27.9117,-15.5407,60.12,64,20,8.05
331,Esperance,AU,2022-04-10 18:05:15,-33.8667,121.9,59.94,90,11,14.85
332,Khatanga,RU,2022-04-10 18:05:15,71.9667,102.5,1.22,98,99,1.45
333,Fukue,JP,2022-04-10 18:05:16,32.6881,128.8419,65.21,86,100,16.22
334,Baruun-Urt,MN,2022-04-10 18:05:16,46.6806,113.2792,32.13,66,81,20.58
335,Ilhabela,BR,2022-04-10 18:05:16,-23.7781,-45.3581,78.55,76,82,3.83
336,Biskamzha,RU,2022-04-10 18:05:17,53.4497,89.5272,25.77,98,100,2.28
337,Senneterre,CA,2022-04-10 18:05:17,48.3835,-77.2328,32.34,75,100,7.67
338,Mundo Nuevo,MX,2022-04-10 18:05:17,18.7,-95.5,77.49,63,23,8.28
339,Goundam,ML,2022-04-10 18:05:18,16.4145,-3.6708,99.64,7,1,7.63
340,Aldan,RU,2022-04-10 18:05:18,58.6031,125.3894,10.92,97,73,2.01
341,Urucui,BR,2022-04-10 18:05:18,-7.2294,-44.5561,86.02,66,97,1.77
342,Lekoni,GA,2022-04-10 18:05:18,-1.5843,14.2591,82.22,57,71,4.41
343,Gagarin,RU,2022-04-10 18:05:19,55.5529,34.9954,41.07,66,100,2.04
344,San Andres,CO,2022-04-10 18:05:19,12.5847,-81.7006,80.44,76,62,17.67
345,Volkhov,RU,2022-04-10 18:05:19,59.9258,32.3382,37.99,79,48,9.64
346,San Quintin,MX,2022-04-10 18:05:20,30.4833,-115.95,64.74,64,42,8.79
347,Mattru,SL,2022-04-10 18:05:20,7.6244,-11.8332,86.0,64,100,6.29
348,Cabedelo,BR,2022-04-10 18:00:49,-6.9811,-34.8339,83.68,71,58,13.58
349,Port-Gentil,GA,2022-04-10 18:05:20,-0.7193,8.7815,80.69,82,100,10.56
350,Partenit,UA,2022-04-10 18:05:21,44.578,34.3446,55.04,68,24,1.14
351,Sao Felix Do Xingu,BR,2022-04-10 18:05:21,-6.6447,-51.995,88.14,58,98,3.09
352,Saldanha,ZA,2022-04-10 18:05:21,-33.0117,17.9442,64.35,71,0,8.41
353,Amazar,RU,2022-04-10 18:05:22,53.858,120.875,20.84,88,100,4.14
354,Vagur,FO,2022-04-10 18:05:22,61.4732,-6.8119,36.12,58,95,7.78
355,Qaqortoq,GL,2022-04-10 18:05:22,60.7167,-46.0333,35.02,51,100,4.43
356,Buala,SB,2022-04-10 18:06:23,-8.145,159.5921,79.3,80,28,2.66
357,Hasaki,JP,2022-04-10 18:06:23,35.7333,140.8333,55.29,87,36,12.15
358,Hvide Sande,DK,2022-04-10 18:06:23,56.0045,8.1294,40.08,72,96,21.65
359,Alyangula,AU,2022-04-10 18:06:24,-13.8483,136.4192,80.73,76,39,5.79
360,Sitka,US,2022-04-10 18:06:24,57.0531,-135.33,39.09,70,0,4.61
361,Fairbanks,US,2022-04-10 18:06:24,64.8378,-147.7164,16.21,63,100,0.0
362,Gazojak,TM,2022-04-10 18:06:25,41.1875,61.4036,70.86,33,98,18.84
363,Visnes,NO,2022-04-10 18:06:25,59.3556,5.2242,41.05,70,40,17.27
364,Makakilo City,US,2022-04-10 18:06:25,21.3469,-158.0858,77.32,67,100,10.36
365,Grajau,BR,2022-04-10 18:06:25,-5.8194,-46.1386,82.63,79,98,2.46
366,Broken Hill,AU,2022-04-10 18:06:26,-31.95,141.4333,69.6,49,0,6.76
367,Pabrade,LT,2022-04-10 18:06:26,55.0,25.7833,41.18,79,93,6.35
368,Bonawon,PH,2022-04-10 18:06:26,9.134,122.9193,78.28,83,100,8.41
369,Igarka,RU,2022-04-10 18:06:27,67.4667,86.5833,-15.86,100,26,0.47
370,Nyuksenitsa,RU,2022-04-10 18:06:27,60.4128,44.2397,39.6,99,100,5.28
371,Pontes E Lacerda,BR,2022-04-10 18:03:43,-15.2261,-59.3353,89.06,55,50,6.55
372,Storforshei,NO,2022-04-10 18:06:27,66.4043,14.5233,33.66,80,75,9.22
373,Kamyshin,RU,2022-04-10 18:03:19,50.0983,45.416,55.8,72,45,6.58
374,Partizanskoye,RU,2022-04-10 18:06:28,55.5006,94.39,27.52,81,100,9.8
375,Tombouctou,ML,2022-04-10 18:06:28,20.0,-3.0,91.83,4,0,8.1
376,Conceicao Do Araguaia,BR,2022-04-10 18:06:29,-8.2578,-49.2647,85.87,67,100,2.71
377,Hovd,MN,2022-04-10 18:06:29,48.0056,91.6419,28.42,36,5,4.76
378,Bose,IT,2022-04-10 18:06:29,45.4612,8.0137,54.99,43,5,2.04
379,Ufimskiy,RU,2022-04-10 18:06:29,56.7084,58.0517,39.06,93,59,9.98
380,Husavik,IS,2022-04-10 18:06:30,66.0449,-17.3389,33.8,80,98,4.03
381,Henties Bay,NA,2022-04-10 18:06:30,-22.116,14.2845,64.13,71,0,7.49
382,Tautira,PF,2022-04-10 18:06:30,-17.7333,-149.15,81.54,74,42,19.22
383,Ewa Beach,US,2022-04-10 18:06:31,21.3156,-158.0072,78.75,69,100,10.36
384,Tukrah,LY,2022-04-10 18:06:31,32.5341,20.5791,61.02,77,4,6.29
385,Tarata,BO,2022-04-10 18:06:31,-17.6167,-66.0167,80.02,34,13,5.84
386,Hobyo,SO,2022-04-10 18:06:32,5.3505,48.5268,82.76,71,4,13.6
387,Rio Brilhante,BR,2022-04-10 18:06:32,-21.8019,-54.5464,93.29,39,18,7.56
388,Korla,CN,2022-04-10 18:06:32,41.7597,86.1469,61.75,41,85,3.47
389,Batemans Bay,AU,2022-04-10 18:06:33,-35.7167,150.1833,63.1,85,16,4.45
390,Andenes,NO,2022-04-10 18:06:33,69.3143,16.1194,37.38,65,75,20.71
391,Pimenta Bueno,BR,2022-04-10 18:06:33,-11.6725,-61.1936,86.65,67,90,4.25
392,Wadi Maliz,TN,2022-04-10 18:06:34,36.4681,8.5495,55.26,62,7,3.76
393,Hokitika,NZ,2022-04-10 18:02:15,-42.7167,170.9667,52.47,79,93,3.18
394,Quang Ngai,VN,2022-04-10 18:06:34,15.1167,108.8,70.81,93,88,3.02
395,Aksarka,RU,2022-04-10 18:06:34,66.5606,67.7975,33.71,100,100,11.97
396,Pietarsaari,FI,2022-04-10 18:06:35,63.65,22.6833,34.0,80,100,7.18
397,Parry Sound,CA,2022-04-10 18:06:35,45.3501,-80.033,38.79,61,67,8.46
398,Beian,NO,2022-04-10 18:06:35,63.6559,9.5683,41.0,81,75,28.77
399,Garowe,SO,2022-04-10 18:06:35,8.4054,48.4845,78.31,63,2,17.63
400,Faya,SA,2022-04-10 18:06:36,18.3851,42.4509,66.72,41,1,2.84
401,Vaitape,PF,2022-04-10 18:06:36,-16.5167,-151.75,82.0,74,32,16.33
402,Wahpeton,US,2022-04-10 18:07:36,46.2652,-96.6059,45.91,81,20,14.97
403,Port Moresby,PG,2022-04-10 18:07:37,-9.4431,147.1797,76.62,90,89,3.89
404,Maldonado,UY,2022-04-10 18:07:37,-34.6667,-54.9167,80.22,35,1,12.91
405,Kidal,ML,2022-04-10 18:07:37,18.4411,1.4078,97.72,6,0,12.66
406,San Jose,US,2022-04-10 18:06:40,37.3394,-121.895,69.53,26,75,13.8
407,Avera,US,2022-04-10 18:07:38,33.194,-82.5271,69.91,30,0,7.14
408,Bubaque,GW,2022-04-10 18:07:38,11.2833,-15.8333,76.98,74,44,16.98
409,Lompoc,US,2022-04-10 18:04:18,34.6391,-120.4579,76.84,56,0,13.8
410,Touros,BR,2022-04-10 18:07:38,-5.1989,-35.4608,85.62,62,82,12.86
411,Grand Gaube,MU,2022-04-10 18:07:39,-20.0064,57.6608,75.38,87,39,1.99
412,Dongning,CN,2022-04-10 18:07:39,44.0622,131.1207,56.39,80,99,2.06
413,Yining,CN,2022-04-10 18:07:39,29.0361,114.5636,68.5,70,12,1.79
414,Arzgir,RU,2022-04-10 18:07:40,45.3728,44.2206,55.83,50,38,10.22
415,Ponta Delgada,PT,2022-04-10 18:07:40,37.7333,-25.6667,59.72,58,40,20.71
416,Tevaitoa,PF,2022-04-10 18:07:40,-16.7833,-151.5,82.17,72,17,15.32
417,Luau,AO,2022-04-10 18:07:41,-10.7073,22.2247,64.02,94,76,4.88
418,Lipari,IT,2022-04-10 18:07:41,38.4674,14.954,56.32,63,0,16.53
419,San Vicente,AR,2022-04-10 18:07:41,-26.6167,-54.1333,73.69,73,98,1.9
420,Manggar,ID,2022-04-10 18:07:20,-2.8833,108.2667,79.03,83,100,2.13
421,Magadan,RU,2022-04-10 18:07:42,59.5667,150.8,6.12,75,33,10.33
422,Muravlenko,RU,2022-04-10 18:07:42,63.7898,74.523,27.88,92,100,16.02
423,Maceio,BR,2022-04-10 18:07:42,-9.6658,-35.7353,83.44,64,15,9.24
424,Kamenka,RU,2022-04-10 18:07:43,51.3223,42.7678,56.28,70,100,9.46
425,Tamandare,BR,2022-04-10 18:07:43,-8.7597,-35.1047,83.48,67,64,8.93
426,Little Baguio,PH,2022-04-10 18:07:43,7.8939,125.2764,66.02,98,99,4.65
427,Bathsheba,BB,2022-04-10 18:07:43,13.2167,-59.5167,86.61,66,40,21.85
428,Chanthaburi,TH,2022-04-10 18:06:51,12.8333,102.1667,66.27,92,24,2.28
429,Deyang,CN,2022-04-10 18:07:44,31.1302,104.382,69.28,63,68,0.98
430,Montanha,BR,2022-04-10 18:07:44,-18.1269,-40.3633,88.65,51,39,6.13
431,Ransang,PH,2022-04-10 18:07:44,8.9603,117.5828,72.9,93,100,6.53
432,Umm Kaddadah,SD,2022-04-10 18:07:45,13.6017,26.6876,87.76,8,6,12.75
433,Oranjemund,NA,2022-04-10 18:07:45,-28.55,16.4333,66.04,66,0,13.91
434,Mbanza-Ngungu,CD,2022-04-10 18:07:45,-5.25,14.8667,70.63,94,84,2.55
435,Nouadhibou,MR,2022-04-10 18:07:46,20.931,-17.0347,64.83,84,34,25.39
436,Imeni Poliny Osipenko,RU,2022-04-10 18:07:46,52.4201,136.4853,25.74,93,100,8.48
437,Watertown,US,2022-04-10 18:05:16,42.3709,-71.1828,57.22,45,40,13.8
438,Sao Joao Da Barra,BR,2022-04-10 18:07:46,-21.6403,-41.0511,80.37,77,43,8.57
439,Tutoia,BR,2022-04-10 18:07:09,-2.7619,-42.2744,81.34,78,91,11.14
440,Belyy Yar,RU,2022-04-10 18:07:47,53.6039,91.3903,31.89,81,0,6.71
441,Caravelas,BR,2022-04-10 18:07:47,-17.7125,-39.2481,84.92,63,5,10.18
442,Kalmunai,LK,2022-04-10 18:07:47,7.4167,81.8167,79.39,83,97,6.29
443,Kruisfontein,ZA,2022-04-10 18:07:48,-34.0033,24.7314,65.88,87,71,8.08
444,Mount Isa,AU,2022-04-10 18:07:48,-20.7333,139.5,83.97,30,71,9.22
445,Chengde,CN,2022-04-10 18:07:48,40.9725,117.9361,62.83,53,38,0.92
446,Deputatskiy,RU,2022-04-10 18:07:49,69.3,139.9,-15.52,93,59,2.51
447,Havoysund,NO,2022-04-10 18:08:05,70.9963,24.6622,37.63,85,35,15.03
448,Miraflores,MX,2022-04-10 18:08:22,19.2167,-98.8083,74.05,31,91,3.62
449,Laguna,US,2022-04-10 18:05:29,38.421,-121.4238,66.02,25,0,20.71
450,Barroquinha,BR,2022-04-10 18:08:49,-3.0189,-41.1361,79.03,91,73,7.63
451,Udachnyy,RU,2022-04-10 18:08:49,66.4167,112.4,2.23,100,61,3.0
452,Songkhla,TH,2022-04-10 18:08:50,6.8333,100.6667,83.84,93,66,1.52
453,Samarai,PG,2022-04-10 18:08:50,-10.6167,150.6667,83.62,76,50,15.12
454,Oshawa,CA,2022-04-10 18:07:12,43.9001,-78.8496,43.48,51,91,16.4
455,Lasa,IT,2022-04-10 18:08:50,46.6166,10.7002,31.93,83,42,5.12
456,Nioro,GM,2022-04-10 18:08:51,13.35,-15.75,105.44,8,23,8.79
457,Ucluelet,CA,2022-04-10 18:08:51,48.9329,-125.5528,42.1,87,98,1.95
458,Byron Bay,AU,2022-04-10 18:07:24,-28.65,153.6167,65.95,93,20,7.87
459,Marawi,PH,2022-04-10 18:08:51,7.9986,124.2928,68.11,94,100,6.4
460,Rio Grande,BR,2022-04-10 18:08:52,-32.035,-52.0986,78.94,77,34,17.94
461,Ambilobe,MG,2022-04-10 18:08:52,-13.2,49.05,75.0,93,57,3.15
462,Khotkovo,RU,2022-04-10 18:08:52,56.257,37.9954,42.58,89,100,2.64
463,Santa Cruz,BO,2022-04-10 18:08:53,-17.8,-63.1667,89.06,62,40,25.32
464,Kuzino,RU,2022-04-10 18:08:53,57.0224,59.4412,36.86,98,100,8.01
465,Buraydah,SA,2022-04-10 18:07:54,26.326,43.975,79.74,13,39,12.44
466,Santa Rosalia,MX,2022-04-10 18:08:53,27.3167,-112.2833,77.23,33,8,5.7
467,Mira,IT,2022-04-10 18:04:51,45.4358,12.1348,53.69,66,0,10.36
468,Aklavik,CA,2022-04-10 18:08:54,68.2191,-135.0107,2.05,86,57,2.19
469,Songjianghe,CN,2022-04-10 18:08:54,42.1859,127.479,48.42,55,70,7.45
470,Huanren,CN,2022-04-10 18:08:54,41.2647,125.3667,49.39,76,22,6.78
471,Wanning,CN,2022-04-10 18:08:55,18.8003,110.3967,71.73,90,35,1.1
472,Hojo,JP,2022-04-10 18:08:55,33.9766,132.7777,57.49,70,100,1.52
473,Sijunjung,ID,2022-04-10 18:08:55,-0.6876,100.9537,72.9,98,100,0.38
474,Qasigiannguit,GL,2022-04-10 18:06:14,68.8193,-51.1922,23.25,70,100,1.16
475,Kurumkan,RU,2022-04-10 18:08:56,54.3,110.3,27.21,79,100,2.66
476,Itarema,BR,2022-04-10 18:08:56,-2.9248,-39.9167,82.47,73,69,8.3
477,Waseca,US,2022-04-10 18:08:56,44.0777,-93.5074,59.43,51,100,22.08
478,Asyut,EG,2022-04-10 18:08:57,27.181,31.1837,82.9,14,9,10.98
479,Santa Maria,BR,2022-04-10 18:08:57,-29.6842,-53.8069,79.48,59,56,5.86
480,Chulym,RU,2022-04-10 18:08:57,55.0997,80.9572,25.61,93,49,3.85
481,Punta Alta,AR,2022-04-10 18:08:57,-38.8759,-62.0736,63.88,87,100,4.36
482,Bang Saphan,TH,2022-04-10 18:08:58,11.2126,99.5117,77.74,87,92,3.53
483,Winchester,GB,2022-04-10 18:04:59,51.0651,-1.3187,50.68,58,0,5.75
484,Komsomolskiy,UZ,2022-04-10 18:08:58,40.4272,71.7189,72.73,39,94,1.88
485,Kloulklubed,PW,2022-04-10 18:08:58,7.0419,134.2556,79.3,84,100,25.48
486,Oktyabrskiy,RU,2022-04-10 18:08:59,54.4815,53.471,39.11,95,100,2.8
487,Kushmurun,KZ,2022-04-10 18:08:59,52.4503,64.6311,47.52,58,99,18.75
488,Namtsy,RU,2022-04-10 18:08:59,62.7161,129.6658,-2.2,94,93,5.23
489,Saint Pete Beach,US,2022-04-10 18:09:00,27.7253,-82.7412,76.24,32,0,8.05
490,Berlevag,NO,2022-04-10 18:06:43,70.8578,29.0864,37.4,84,54,18.75
491,Bacolod,PH,2022-04-10 18:09:00,10.6667,122.95,74.16,96,100,10.16
492,Vredendal,ZA,2022-04-10 18:09:00,-31.6683,18.5012,78.58,29,0,12.33
493,Tanout,NE,2022-04-10 18:09:01,14.9709,8.8879,92.55,7,20,6.67
494,Kupang,ID,2022-04-10 18:09:01,-10.1667,123.5833,76.87,85,10,5.64
495,Tigil,RU,2022-04-10 18:09:01,57.8,158.6667,4.48,99,73,2.73
496,Petrolina,BR,2022-04-10 18:09:31,-9.3986,-40.5008,96.19,27,88,9.6
497,Callaway,US,2022-04-10 18:09:15,30.153,-85.5699,71.96,51,0,10.36
498,Namatanai,PG,2022-04-10 18:10:03,-3.6667,152.4333,79.27,79,80,5.46
499,Belaya Gora,RU,2022-04-10 18:10:04,68.5333,146.4167,-21.23,100,99,2.98
500,Inyonga,TZ,2022-04-10 18:10:04,-6.7167,32.0667,69.48,78,58,5.39
501,Ahlat,TR,2022-04-10 18:10:05,38.7518,42.4814,34.83,80,84,3.62
502,Ziarat,PK,2022-04-10 18:10:05,30.3823,67.7282,61.59,13,2,2.37
503,Clyde River,CA,2022-04-10 18:10:06,70.4692,-68.5914,7.36,87,100,4.23
504,Tommot,RU,2022-04-10 18:10:06,58.9564,126.2925,10.17,97,90,1.41
505,Alquizar,CU,2022-04-10 18:10:06,22.8058,-82.5842,75.69,32,3,15.35
506,Villa Florida,PY,2022-04-10 18:10:07,-26.3833,-57.15,83.1,75,94,7.49
507,Ostrovnoy,RU,2022-04-10 18:10:07,68.0531,39.5131,34.74,98,100,16.46
508,Chunskiy,RU,2022-04-10 18:10:08,56.0815,99.6342,30.51,88,100,7.85
509,Salinas,US,2022-04-10 18:10:09,36.6777,-121.6555,69.01,47,0,9.22
510,Kuopio,FI,2022-04-10 18:10:10,62.8924,27.677,33.75,80,100,11.5
511,Guadalupe Y Calvo,MX,2022-04-10 18:10:10,26.1,-106.9667,62.76,26,24,12.53
512,Cap-Haitien,HT,2022-04-10 18:10:10,19.7578,-72.2042,80.1,73,63,11.27
513,Vestmannaeyjar,IS,2022-04-10 18:10:11,63.4427,-20.2734,40.19,75,40,24.16
514,Barsovo,RU,2022-04-10 18:10:11,61.1667,73.1667,30.33,92,99,8.28
515,Bafra,TR,2022-04-10 18:10:11,41.5678,35.9069,63.82,71,53,4.43
516,Kabinda,CD,2022-04-10 18:10:12,-6.1333,24.4833,74.1,71,54,4.18
517,Prince Rupert,CA,2022-04-10 18:10:12,54.3161,-130.3201,41.74,55,54,1.97
518,Oussouye,SN,2022-04-10 18:10:12,12.485,-16.5469,81.99,40,16,15.95
519,Dongsheng,CN,2022-04-10 18:10:13,39.8161,109.9776,57.09,12,97,24.63
520,Klaksvik,FO,2022-04-10 18:06:14,62.2266,-6.589,34.72,64,98,9.78
521,Kattivakkam,IN,2022-04-10 18:10:14,13.2167,80.3167,86.09,82,97,6.87
522,Natchitoches,US,2022-04-10 18:10:14,31.7668,-93.1335,83.25,41,40,20.71
523,Raudeberg,NO,2022-04-10 18:08:16,61.9875,5.1352,39.87,77,86,20.92
524,Paducah,US,2022-04-10 18:09:33,37.0834,-88.6001,80.73,33,0,13.8
525,Merauke,ID,2022-04-10 18:10:15,-8.4667,140.3333,78.39,88,77,5.95
526,Manokwari,ID,2022-04-10 18:10:15,-0.8667,134.0833,78.3,85,100,6.78
527,Batsfjord,NO,2022-04-10 18:10:15,70.6345,29.7185,35.38,93,75,20.71
528,Bandarbeyla,SO,2022-04-10 18:08:56,9.4942,50.8122,81.21,76,14,9.04
529,Port Keats,AU,2022-04-10 18:10:16,-14.25,129.55,77.61,71,15,2.82
530,Coquimbo,CL,2022-04-10 18:09:29,-29.9533,-71.3436,64.45,70,1,10.71
531,Vao,NC,2022-04-10 18:10:16,-22.6667,167.4833,77.41,84,89,20.96
532,Jalu,LY,2022-04-10 18:10:17,29.0331,21.5482,78.91,17,0,10.16
533,Pangnirtung,CA,2022-04-10 18:10:17,66.1451,-65.7125,27.05,78,100,3.8
534,Olds,CA,2022-04-10 18:10:18,51.7834,-114.102,32.23,35,100,23.4
535,Havre-Saint-Pierre,CA,2022-04-10 18:10:18,50.2334,-63.5986,37.6,93,98,5.55
536,Coihueco,CL,2022-04-10 18:08:52,-36.6167,-71.8333,55.54,67,85,5.82
537,Chabahar,IR,2022-04-10 18:10:18,25.2919,60.643,82.87,64,95,11.68
538,Ulaangom,MN,2022-04-10 18:10:19,49.9811,92.0667,33.04,35,52,8.46
539,Hof,DE,2022-04-10 18:10:05,50.3167,11.9167,38.75,83,75,5.01
540,Soria,ES,2022-04-10 18:09:26,41.6667,-2.6667,61.11,64,81,12.48
541,Lorengau,PG,2022-04-10 18:07:24,-2.0226,147.2712,80.71,82,61,9.78
542,Poya,NC,2022-04-10 18:10:20,-21.35,165.15,74.86,90,73,3.33
543,Santa Rosa,PH,2022-04-10 18:10:21,14.3122,121.1114,80.11,83,100,3.47
544,Ardesen,TR,2022-04-10 18:11:21,41.1911,40.9875,58.95,60,97,10.85
545,Mapiripan,CO,2022-04-10 18:11:21,2.8892,-72.1256,84.47,70,99,2.3
546,Oneonta,US,2022-04-10 18:11:22,42.4529,-75.0638,42.84,83,100,16.73
547,Farmington,US,2022-04-10 18:11:22,36.7281,-108.2187,57.88,14,0,23.02
548,Nantucket,US,2022-04-10 18:10:50,41.2835,-70.0995,57.25,54,0,23.02
549,Khed Brahma,IN,2022-04-10 18:11:23,24.0333,73.05,85.89,15,52,6.49
550,Itamaraju,BR,2022-04-10 18:11:23,-17.0392,-39.5311,92.84,38,4,6.76
551,Leh,IN,2022-04-10 18:11:24,34.1667,77.5833,31.44,50,0,5.75
552,Ishigaki,JP,2022-04-10 18:11:24,24.3448,124.1572,74.8,88,85,14.36
553,Sehithwa,BW,2022-04-10 18:11:25,-20.4667,22.7167,71.98,63,25,7.0
554,Kampene,CD,2022-04-10 18:07:38,-3.6,26.6667,69.01,98,100,0.65
